corpus	language	file	bytes	chars	lines	tokens	bytes_per_token	tokens_per_line
java-repo	Java	../../../../src/main/java/org/raku/comma/run/RakuRunConfiguration.java	8267	8267	218	1643	5.0316	7.5367
java-repo	Java	../../../../src/main/java/org/raku/comma/psi/RakuForStatement.java	259	259	8	66	3.9242	8.2500
java-repo	Java	../../../../src/main/java/org/raku/comma/psi/RakuRegexDriver.java	1982	1982	44	375	5.2853	8.5227
java-repo	Java	../../../../src/main/java/org/raku/comma/psi/RakuCapture.java	102	102	4	25	4.0800	6.2500
java-repo	Java	../../../../src/main/java/org/raku/comma/cro/template/editor/CroTemplateSpellCheckingStrategy.java	1221	1221	28	252	4.8452	9.0000
java-repo	Java	../../../../src/main/java/org/raku/comma/psi/impl/RakuCatchStatementImpl.java	608	608	19	141	4.3121	7.4211
java-repo	Java	../../../../src/main/java/org/raku/comma/psi/RakuParenthesizedExpr.java	124	124	4	31	4.0000	7.7500
java-repo	Java	../../../../src/main/java/org/raku/comma/psi/impl/RakuBlockoidImpl.java	374	374	12	90	4.1556	7.5000
java-repo	Java	../../../../src/main/java/org/raku/comma/debugger/RakuLoadedFileDescriptor.java	1400	1400	55	303	4.6205	5.5091
java-repo	Java	../../../../src/main/java/org/raku/comma/nqp/NqpFileType.java	993	993	44	228	4.3553	5.1818
java-repo	Java	../../../../src/main/java/org/raku/comma/profiler/ui/RakuProfilerFrameResultFilter.java	450	450	20	93	4.8387	4.6500
java-repo	Java	../../../../src/main/java/org/raku/comma/utils/RakuScriptRunner.java	3671	3671	81	766	4.7924	9.4568
java-repo	Java	../../../../src/main/java/org/raku/comma/psi/impl/RakuRegexAssertionImpl.java	2354	2354	70	514	4.5798	7.3429
java-repo	Java	../../../../src/main/java/org/raku/comma/cro/template/psi/impl/CroTemplateTagSequenceImpl.java	942	942	25	198	4.7576	7.9200
java-repo	Java	../../../../src/main/java/org/raku/comma/psi/RakuRadixNumber.java	106	106	4	27	3.9259	6.7500
java-repo	Java	../../../../src/main/java/org/raku/comma/heapsnapshot/ui/HeapSnapshotView.java	1356	1356	39	266	5.0977	6.8205
java-repo	Java	../../../../src/main/java/org/raku/comma/profiler/compare/ProfileCompareCalls.java	5403	5403	133	1105	4.8896	8.3083
java-repo	Java	../../../../src/main/java/org/raku/comma/cro/run/RakuCroRunConfigurationBase.java	4052	4052	110	789	5.1356	7.1727
java-repo	Java	../../../../src/main/java/org/raku/comma/psi/RakuMethodReference.java	12135	12135	265	2440	4.9734	9.2075
java-repo	Java	../../../../src/main/java/org/raku/comma/psi/RakuRegexInfixApplication.java	179	179	6	41	4.3659	6.8333
java-repo	Java	../../../../src/main/java/org/raku/comma/cro/template/psi/impl/CroTemplateConditionImpl.java	429	429	12	89	4.8202	7.4167
java-repo	Java	../../../../src/main/java/org/raku/comma/profiler/model/RakuProfileOverviewData.java	702	702	27	164	4.2805	6.0741
java-repo	Java	../../../../src/main/java/org/raku/comma/psi/effects/Effect.java	199	199	8	41	4.8537	5.1250
java-repo	Java	../../../../src/main/java/org/raku/comma/coverage/RakuProjectViewCoverageDecorator.java	2551	2551	54	483	5.2816	8.9444
java-repo	Java	../../../../src/main/java/org/raku/comma/cro/template/psi/impl/CroTemplateBodyImpl.java	409	409	12	89	4.5955	7.4167
java-repo	Java	../../../../src/main/java/org/raku/comma/psi/RakuStubCode.java	86	86	4	21	4.0952	5.2500
java-repo	Java	../../../../src/main/java/org/raku/comma/psi/symbols/RakuSymbolKind.java	169	169	6	43	3.9302	7.1667
java-repo	Java	../../../../src/main/java/org/raku/comma/descriptors/RakuStatementSurroundDescriptor.java	4844	4844	115	1054	4.5958	9.1652
java-repo	Java	../../../../src/main/java/org/raku/comma/profiler/compare/SingleRowCompareFormatter.java	1427	1427	36	301	4.7409	8.3611
java-repo	Java	../../../../src/main/java/org/raku/comma/psi/RakuRegexDecl.java	693	693	18	142	4.8803	7.8889
java-repo	Java	../../../../src/main/java/org/raku/comma/psi/RakuSubCall.java	319	319	9	75	4.2533	8.3333
java-repo	Java	../../../../src/main/java/org/raku/comma/cro/template/CroTemplateSymbolNameContributor.java	2566	2566	56	443	5.7923	7.9107
java-repo	Java	../../../../src/main/java/org/raku/comma/psi/impl/RakuOperatorAdverbImpl.java	398	398	12	94	4.2340	7.8333
java-repo	Java	../../../../src/main/java/org/raku/comma/psi/impl/RakuNumLiteralImpl.java	760	760	26	178	4.2697	6.8462
java-repo	Java	../../../../src/main/java/org/raku/comma/profiler/ui/RakuProfileGCPanel.java	6699	6699	193	1311	5.1098	6.7927
java-repo	Java	../../../../src/main/java/org/raku/comma/descriptors/surrounder/RakuTrySurrounder.java	641	641	26	147	4.3605	5.6538
java-repo	Java	../../../../src/main/java/org/raku/comma/psi/RakuVariableReference.java	16003	16003	309	2914	5.4918	9.4304
java-repo	Java	../../../../src/main/java/org/raku/comma/psi/impl/RakuUnlessStatementImpl.java	402	402	12	90	4.4667	7.5000
java-repo	Java	../../../../src/main/java/org/raku/comma/intention/TermUnicodeConversionIntention.java	2247	2243	48	433	5.1894	9.0208
java-repo	Java	../../../../src/main/java/org/raku/comma/psi/impl/RakuQuietlyImpl.java	370	370	12	90	4.1111	7.5000
java-repo	Java	../../../../src/main/java/org/raku/comma/refactoring/NewRegexPartData.java	646	646	20	143	4.5175	7.1500
java-repo	Java	../../../../src/main/java/org/raku/comma/refactoring/RakuExtractPackageUtil.java	5390	5390	115	968	5.5682	8.4174
java-repo	Java	../../../../src/main/java/org/raku/comma/psi/RakuInfixApplication.java	392	392	11	88	4.4545	8.0000
java-repo	Java	../../../../src/main/java/org/raku/comma/descriptors/surrounder/RakuCornerBracketsSurrounder.java	1493	1481	42	350	4.2657	8.3333
java-repo	Java	../../../../src/main/java/org/raku/comma/psi/RakuHashIndex.java	87	87	4	21	4.1429	5.2500
java-repo	Java	../../../../src/main/java/org/raku/comma/utils/CommaProjectWizardUtil.java	2020	2020	52	379	5.3298	7.2885
java-repo	Java	../../../../src/main/java/org/raku/comma/psi/impl/RakuInfixApplicationImpl.java	4587	4585	111	999	4.5916	9.0000
java-repo	Java	../../../../src/main/java/org/raku/comma/cro/template/structureView/CroTemplateStructureViewElement.java	3577	3577	110	647	5.5286	5.8818
java-repo	Java	../../../../src/main/java/org/raku/comma/intention/UnwrapPromiseAllOfIntention.java	2908	2908	83	617	4.7131	7.4337
java-repo	Java	../../../../src/main/java/org/raku/comma/profiler/ui/RakuProfileCallGraphPanel.java	2956	2956	88	593	4.9848	6.7386
java-repo	Java	../../../../src/main/java/org/raku/comma/psi/RakuCall.java	82	82	4	20	4.1000	5.0000
java-repo	Java	../../../../src/main/java/org/raku/comma/psi/type/RakuParametricType.java	1660	1660	59	330	5.0303	5.5932
java-repo	Java	../../../../src/main/java/org/raku/comma/psi/impl/RakuSinkImpl.java	358	358	12	86	4.1628	7.1667
java-repo	Java	../../../../src/main/java/org/raku/comma/cro/template/psi/CroTemplateIntLiteral.java	141	141	6	30	4.7000	5.0000
java-repo	Java	../../../../src/main/java/org/raku/comma/psi/impl/RakuRegexCapturePositionalImpl.java	2048	2048	55	424	4.8302	7.7091
java-repo	Java	../../../../src/main/java/org/raku/comma/psi/RakuIntLiteral.java	105	105	4	26	4.0385	6.5000
java-repo	Java	../../../../src/main/java/org/raku/comma/timeline/TimelineChart.java	29761	29761	712	5665	5.2535	7.9565
java-repo	Java	../../../../src/main/java/org/raku/comma/contribution/CallArgGotoElementProviderBase.java	3497	3497	80	744	4.7003	9.3000
java-repo	Java	../../../../src/main/java/org/raku/comma/heapsnapshot/ui/RakuHeapSnapshotResultsPanel.java	803	803	23	155	5.1806	6.7391
java-repo	Java	../../../../src/main/java/org/raku/comma/cro/template/psi/Scope.java	261	261	8	56	4.6607	7.0000
java-repo	Java	../../../../src/main/java/org/raku/comma/psi/symbols/RakuSymbol.java	656	656	17	143	4.5874	8.4118
java-repo	Java	../../../../src/main/java/org/raku/comma/psi/RakuSink.java	82	82	4	20	4.1000	5.0000
java-repo	Java	../../../../src/main/java/org/raku/comma/psi/RakuBlock.java	146	146	5	39	3.7436	7.8000
java-repo	Java	../../../../src/main/java/org/raku/comma/library/RakuLibraryType.java	1956	1956	56	358	5.4637	6.3929
java-repo	Java	../../../../src/main/java/org/raku/comma/psi/impl/PodPostCommentImpl.java	331	331	11	79	4.1899	7.1818
java-repo	Java	../../../../src/main/java/org/raku/comma/psi/RakuRegexGoal.java	87	87	4	21	4.1429	5.2500
java-repo	Java	../../../../src/main/java/org/raku/comma/psi/RakuNullTerm.java	86	86	4	21	4.0952	5.2500
java-repo	Java	../../../../src/main/java/org/raku/comma/psi/type/RakuSelfType.java	252	252	9	60	4.2000	6.6667
java-repo	Java	../../../../src/main/java/org/raku/comma/testing/RakuTestSettingsEditor.java	12632	12632	289	2283	5.5331	7.8997
java-repo	Java	../../../../src/main/java/org/raku/comma/refactoring/introduce/IntroduceHandler.java	22357	22357	476	4066	5.4985	8.5420
java-repo	Java	../../../../src/main/java/org/raku/comma/parsing/RakuParserDefinition.java	17471	17471	370	4085	4.2769	11.0405
java-repo	Java	../../../../src/main/java/org/raku/comma/profiler/compare/ByNameCompareFormatter.java	3150	3150	79	714	4.4118	9.0380
java-repo	Java	../../../../src/main/java/org/raku/comma/psi/RakuSelfReference.java	1108	1108	38	243	4.5597	6.3947
java-repo	Java	../../../../src/main/java/org/raku/comma/psi/impl/RakuParameterDefaultImpl.java	406	406	12	90	4.5111	7.5000
java-repo	Java	../../../../src/main/java/org/raku/comma/psi/impl/RakuSubsetImpl.java	2690	2690	79	605	4.4463	7.6582
java-repo	Java	../../../../src/main/java/org/raku/comma/cro/template/psi/impl/CroTemplateSubImpl.java	2945	2945	74	649	4.5378	8.7703
java-repo	Java	../../../../src/main/java/org/raku/comma/psi/impl/RakuLazyImpl.java	566	566	19	139	4.0719	7.3158
java-repo	Java	../../../../src/main/java/org/raku/comma/profiler/model/RakuProfileOutputTableRowSorter.java	1292	1292	34	292	4.4247	8.5882
java-repo	Java	../../../../src/main/java/org/raku/comma/debugger/RakuDebugCommandLineState.java	352	352	11	70	5.0286	6.3636
java-repo	Java	../../../../src/main/java/org/raku/comma/profiler/compare/ProfileCompareGCs.java	2341	2341	65	459	5.1002	7.0615
java-repo	Java	../../../../src/main/java/org/raku/comma/psi/impl/RakuMultiDeclImpl.java	895	895	28	210	4.2619	7.5000
java-repo	Java	../../../../src/main/java/org/raku/comma/psi/RakuNegationMetaOp.java	92	92	4	23	4.0000	5.7500
java-repo	Java	../../../../src/main/java/org/raku/comma/psi/RakuSequentialMetaOp.java	94	94	4	22	4.2727	5.5000
java-repo	Java	../../../../src/main/java/org/raku/comma/rename/RakuPsiElementProcessor.java	1213	1213	29	216	5.6157	7.4483
java-repo	Java	../../../../src/main/java/org/raku/comma/psi/impl/RakuGatherImpl.java	574	574	19	143	4.0140	7.5263
java-repo	Java	../../../../src/main/java/org/raku/comma/psi/impl/RakuOperatorAdverbApplicationImpl.java	442	442	12	98	4.5102	8.1667
java-repo	Java	../../../../src/main/java/org/raku/comma/psi/impl/RakuSubCallNameImpl.java	2601	2601	64	556	4.6781	8.6875
java-repo	Java	../../../../src/main/java/org/raku/comma/psi/RakuUnlessStatement.java	124	124	4	29	4.2759	7.2500
java-repo	Java	../../../../src/main/java/org/raku/comma/debugger/RakuLineBreakpointType.java	1625	1625	40	330	4.9242	8.2500
java-repo	Java	../../../../src/main/java/org/raku/comma/psi/impl/RakuSemiListImpl.java	374	374	12	94	3.9787	7.8333
java-repo	Java	../../../../src/main/java/org/raku/comma/psi/RakuArrayIndex.java	88	88	4	21	4.1905	5.2500
java-repo	Java	../../../../src/main/java/org/raku/comma/psi/impl/RakuQuasiImpl.java	362	362	12	90	4.0222	7.5000
java-repo	Java	../../../../src/main/java/org/raku/comma/psi/impl/RakuArrayIndexImpl.java	382	382	12	90	4.2444	7.5000
java-repo	Java	../../../../src/main/java/org/raku/comma/psi/RakuConditional.java	1751	1751	49	338	5.1805	6.8980
java-repo	Java	../../../../src/main/java/org/raku/comma/psi/RakuHolder.java	614	614	17	142	4.3239	8.3529
java-repo	Java	../../../../src/main/java/org/raku/comma/psi/RakuHyperWhatever.java	91	91	4	21	4.3333	5.2500
java-repo	Java	../../../../src/main/java/org/raku/comma/psi/impl/RakuStatementModLoopImpl.java	406	406	12	94	4.3191	7.8333
java-repo	Java	../../../../src/main/java/org/raku/comma/cro/template/psi/CroTemplateSeparator.java	140	140	6	29	4.8276	4.8333
java-repo	Java	../../../../src/main/java/org/raku/comma/refactoring/RakuVariableData.java	1154	1154	34	244	4.7295	7.1765
java-repo	Java	../../../../src/main/java/org/raku/comma/cro/template/psi/stub/CroTemplateSubStub.java	244	244	8	57	4.2807	7.1250
java-repo	Java	../../../../src/main/java/org/raku/comma/profiler/compare/CompareFormatter.java	951	949	28	216	4.4028	7.7143
java-repo	Java	../../../../src/main/java/org/raku/comma/cro/template/psi/impl/CroTemplateUseImpl.java	1759	1759	44	383	4.5927	8.7045
java-repo	Java	../../../../src/main/java/org/raku/comma/psi/impl/RakuRaceImpl.java	358	358	12	86	4.1628	7.1667
java-repo	Java	../../../../src/main/java/org/raku/comma/psi/RakuRegexSigspace.java	91	91	4	22	4.1364	5.5000
java-repo	Java	../../../../src/main/java/org/raku/comma/intention/TermASCIIConversionIntention.java	1720	1720	40	331	5.1964	8.2750
java-repo	Java	../../../../src/main/java/org/raku/comma/psi/impl/RakuRegexCClassImpl.java	386	386	12	94	4.1064	7.8333
java-repo	Java	../../../../src/main/java/org/raku/comma/cro/template/psi/CroTemplateParameterDefault.java	91	91	4	19	4.7895	4.7500
java-repo	Java	../../../../src/main/java/org/raku/comma/timeline/RakuTimelineRunner.java	1977	1977	44	353	5.6006	8.0227
java-repo	Java	../../../../src/main/java/org/raku/comma/psi/RakuRegexCallReference.java	3081	3081	71	661	4.6611	9.3099
java-repo	Java	../../../../src/main/java/org/raku/comma/cro/template/editor/CroTemplateFoldingBuilder.java	1386	1386	36	275	5.0400	7.6389
java-repo	Java	../../../../src/main/java/org/raku/comma/psi/RakuStrLiteral.java	133	133	5	31	4.2903	6.2000
java-repo	Java	../../../../src/main/java/org/raku/comma/psi/RakuWithoutStatement.java	129	129	4	31	4.1613	7.7500
java-repo	Java	../../../../src/main/java/org/raku/comma/cro/template/highlighter/CroTemplateSyntaxHighlighter.java	5605	5605	81	1224	4.5792	15.1111
java-repo	Java	../../../../src/main/java/org/raku/comma/psi/impl/RakuRoutineDeclImpl.java	15936	15936	432	3398	4.6898	7.8657
java-repo	Java	../../../../src/main/java/org/raku/comma/psi/impl/RakuAlsoImpl.java	1826	1826	49	408	4.4755	8.3265
java-repo	Java	../../../../src/main/java/org/raku/comma/profiler/model/RakuProfileNavigationModel.java	1628	1626	55	334	4.8743	6.0727
java-repo	Java	../../../../src/main/java/org/raku/comma/intention/ConvertNonCapturingGroupIntention.java	1396	1396	31	282	4.9504	9.0968
java-repo	Java	../../../../src/main/java/org/raku/comma/editor/RakuEnterDelegate.java	2142	2142	49	381	5.6220	7.7755
java-repo	Java	../../../../src/main/java/org/raku/comma/psi/impl/RakuNeedStatementImpl.java	3092	3092	76	625	4.9472	8.2237
java-repo	Java	../../../../src/main/java/org/raku/comma/cro/template/psi/impl/CroTemplateParenthesizedExpressionImpl.java	485	485	12	97	5.0000	8.0833
java-repo	Java	../../../../src/main/java/org/raku/comma/psi/PodText.java	77	77	4	17	4.5294	4.2500
java-repo	Java	../../../../src/main/java/org/raku/comma/psi/impl/RakuParenthesizedExprImpl.java	1338	1338	34	323	4.1424	9.5000
java-repo	Java	../../../../src/main/java/org/raku/comma/descriptors/RakuSRegexAtomSurroundDescriptor.java	2065	2065	55	478	4.3201	8.6909
java-repo	Java	../../../../src/main/java/org/raku/comma/editor/BackspaceUnicodeHandler.java	2772	2772	61	555	4.9946	9.0984
java-repo	Java	../../../../src/main/java/org/raku/comma/descriptors/surrounder/RakuWhenSurrounder.java	596	596	21	133	4.4812	6.3333
java-repo	Java	../../../../src/main/java/org/raku/comma/profiler/compare/ProfileCompareTypes.java	2793	2793	73	583	4.7907	7.9863
java-repo	Java	../../../../src/main/java/org/raku/comma/psi/RakuComment.java	85	85	4	20	4.2500	5.0000
java-repo	Java	../../../../src/main/java/org/raku/comma/grammar/CurrentGrammar.java	9217	9217	237	1647	5.5962	6.9494
java-repo	Java	../../../../src/main/java/org/raku/comma/cro/template/psi/CroTemplateIteration.java	147	147	6	31	4.7419	5.1667
java-repo	Java	../../../../src/main/java/org/raku/comma/pod/PodDomInnerNode.java	2098	2098	59	418	5.0191	7.0847
java-repo	Java	../../../../src/main/java/org/raku/comma/nqp/psi/NqpElementType.java	306	306	11	72	4.2500	6.5455
java-repo	Java	../../../../src/main/java/org/raku/comma/cro/template/psi/CroTemplateDerefHashLiteral.java	91	91	4	21	4.3333	5.2500
java-repo	Java	../../../../src/main/java/org/raku/comma/psi/impl/RakuTryImpl.java	524	524	20	122	4.2951	6.1000
java-repo	Java	../../../../src/main/java/org/raku/comma/descriptors/surrounder/RakuConditionalSurrounder.java	1285	1285	33	283	4.5406	8.5758
java-repo	Java	../../../../src/main/java/org/raku/comma/timeline/client/ClientEvent.java	1428	1428	67	299	4.7759	4.4627
java-repo	Java	../../../../src/main/java/org/raku/comma/structureView/RoutineDeclarationRangeHandler.java	884	884	21	177	4.9944	8.4286
java-repo	Java	../../../../src/main/java/org/raku/comma/psi/RakuParameter.java	812	812	28	176	4.6136	6.2857
java-repo	Java	../../../../src/main/java/org/raku/comma/timeline/client/TimelineClient.java	7494	7494	190	1380	5.4304	7.2632
java-repo	Java	../../../../src/main/java/org/raku/comma/psi/impl/RakuRegexGoalImpl.java	378	378	12	90	4.2000	7.5000
java-repo	Java	../../../../src/main/java/org/raku/comma/psi/RakuOnce.java	82	82	4	20	4.1000	5.0000
java-repo	Java	../../../../src/main/java/org/raku/comma/timeline/VisibleLanesChanged.java	248	248	8	56	4.4286	7.0000
java-repo	Java	../../../../src/main/java/org/raku/comma/psi/impl/RakuRegexModInternalImpl.java	406	406	12	94	4.3191	7.8333
java-repo	Java	../../../../src/main/java/org/raku/comma/psi/impl/RakuSelfImpl.java	1045	1045	32	252	4.1468	7.8750
java-repo	Java	../../../../src/main/java/org/raku/comma/contribution/RakuSymbolNameContributor.java	3031	3031	66	581	5.2169	8.8030
java-repo	Java	../../../../src/main/java/org/raku/comma/psi/RakuRegexQuantifier.java	93	93	4	22	4.2273	5.5000
java-repo	Java	../../../../src/main/java/org/raku/comma/pm/ui/RakuPMWidget.java	4568	4568	115	798	5.7243	6.9391
java-repo	Java	../../../../src/main/java/org/raku/comma/psi/impl/RakuWhenStatementImpl.java	394	394	12	90	4.3778	7.5000
java-repo	Java	../../../../src/main/java/org/raku/comma/cro/template/psi/impl/CroTemplateElseImpl.java	409	409	12	89	4.5955	7.4167
java-repo	Java	../../../../src/main/java/org/raku/comma/profiler/run/RakuProfileRunner.java	1901	1901	47	366	5.1940	7.7872
java-repo	Java	../../../../src/main/java/org/raku/comma/structureView/RakuStructureAwareNavbar.java	1845	1845	52	379	4.8681	7.2885
java-repo	Java	../../../../src/main/java/org/raku/comma/parsing/RakuElementTypes.java	10820	10820	155	2526	4.2835	16.2968
java-repo	Java	../../../../src/main/java/org/raku/comma/psi/RakuNamedParameter.java	114	114	5	25	4.5600	5.0000
java-repo	Java	../../../../src/main/java/org/raku/comma/psi/RakuPostfixApplication.java	306	306	12	68	4.5000	5.6667
java-repo	Java	../../../../src/main/java/org/raku/comma/pod/PodCompletionContributor.java	2908	2908	67	544	5.3456	8.1194
java-repo	Java	../../../../src/main/java/org/raku/comma/editor/RakuSpellCheckingStrategy.java	1433	1433	35	282	5.0816	8.0571
java-repo	Java	../../../../src/main/java/org/raku/comma/cro/template/psi/stub/impl/CroTemplateFileStubImpl.java	1305	1305	28	286	4.5629	10.2143
java-repo	Java	../../../../src/main/java/org/raku/comma/psi/impl/RakuCommentImpl.java	370	370	12	86	4.3023	7.1667
java-repo	Java	../../../../src/main/java/org/raku/comma/editor/RakuFoldingBuilder.java	4167	4167	86	807	5.1636	9.3837
java-repo	Java	../../../../src/main/java/org/raku/comma/psi/RakuQuotePair.java	87	87	4	21	4.1429	5.2500
java-repo	Java	../../../../src/main/java/org/raku/comma/cro/template/psi/impl/CroTemplateDerefMethodImpl.java	437	437	12	95	4.6000	7.9167
java-repo	Java	../../../../src/main/java/org/raku/comma/psi/RakuRegexCClassElem.java	93	93	4	23	4.0435	5.7500
java-repo	Java	../../../../src/main/java/org/raku/comma/refactoring/inline/variable/RakuInlineVariableDialog.java	2247	2247	60	445	5.0494	7.4167
java-repo	Java	../../../../src/main/java/org/raku/comma/editor/SigilCompletionAutoPopupHandler.java	3112	3112	79	625	4.9792	7.9114
java-repo	Java	../../../../src/main/java/org/raku/comma/psi/PodPostComment.java	88	88	4	20	4.4000	5.0000
java-repo	Java	../../../../src/main/java/org/raku/comma/run/CroRunSettingsEditor.java	1393	1393	41	285	4.8877	6.9512
java-repo	Java	../../../../src/main/java/org/raku/comma/descriptors/surrounder/RakuStartSurrounder.java	655	655	26	147	4.4558	5.6538
java-repo	Java	../../../../src/main/java/org/raku/comma/intention/UnparenthesizeIntention.java	2068	2068	53	412	5.0194	7.7736
java-repo	Java	../../../../src/main/java/org/raku/comma/psi/RakuWhereConstraint.java	93	93	4	21	4.4286	5.2500
java-repo	Java	../../../../src/main/java/org/raku/comma/psi/RakuUseStatement.java	395	395	11	91	4.3407	8.2727
java-repo	Java	../../../../src/main/java/org/raku/comma/debugger/event/RakuDebugEventStop.java	1024	1024	28	230	4.4522	8.2143
java-repo	Java	../../../../src/main/java/org/raku/comma/psi/RakuQuoteRegex.java	105	105	4	26	4.0385	6.5000
java-repo	Java	../../../../src/main/java/org/raku/comma/pod/PodDomDeclarator.java	3213	3213	97	656	4.8979	6.7629
java-repo	Java	../../../../src/main/java/org/raku/comma/psi/impl/RakuHyperWhateverImpl.java	394	394	12	90	4.3778	7.5000
java-repo	Java	../../../../src/main/java/org/raku/comma/psi/impl/PodConfigurationImpl.java	390	390	12	82	4.7561	6.8333
java-repo	Java	../../../../src/main/java/org/raku/comma/profiler/ui/PercentageTableCellRenderer.java	3944	3944	97	833	4.7347	8.5876
java-repo	Java	../../../../src/main/java/org/raku/comma/heapsnapshot/ui/HeapSnapshotContentBuilder.java	1978	1978	43	376	5.2606	8.7442
java-repo	Java	../../../../src/main/java/org/raku/comma/cro/template/psi/impl/CroTemplateCallImpl.java	2698	2698	71	567	4.7584	7.9859
java-repo	Java	../../../../src/main/java/org/raku/comma/psi/impl/RakuTermDefinitionImpl.java	398	398	12	90	4.4222	7.5000
java-repo	Java	../../../../src/main/java/org/raku/comma/cro/template/psi/impl/CroTemplateLiteralTagAttributeImpl.java	469	469	12	97	4.8351	8.0833
java-repo	Java	../../../../src/main/java/org/raku/comma/psi/impl/RakuIsTraitNameImpl.java	1233	1233	35	283	4.3569	8.0857
java-repo	Java	../../../../src/main/java/org/raku/comma/testing/TapOutputToGeneralTestEventsConverter.java	12584	12584	264	2357	5.3390	8.9280
java-repo	Java	../../../../src/main/java/org/raku/comma/descriptors/surrounder/RakuHashContextSurrounder.java	662	662	21	153	4.3268	7.2857
java-repo	Java	../../../../src/main/java/org/raku/comma/refactoring/introduce/constant/RakuIntroduceConstantHandler.java	1124	1124	31	224	5.0179	7.2258
java-repo	Java	../../../../src/main/java/org/raku/comma/psi/RakuRegexAtom.java	92	92	4	22	4.1818	5.5000
java-repo	Java	../../../../src/main/java/org/raku/comma/structureView/RakuStructureViewBuilder.java	1539	1539	36	314	4.9013	8.7222
java-repo	Java	../../../../src/main/java/org/raku/comma/descriptors/surrounder/RakuControlSurrounder.java	592	592	21	139	4.2590	6.6190
java-repo	Java	../../../../src/main/java/org/raku/comma/psi/impl/RakuSequentialMetaOpImpl.java	406	406	12	94	4.3191	7.8333
java-repo	Java	../../../../src/main/java/org/raku/comma/psi/impl/RakuQuoteRegexImpl.java	592	592	19	143	4.1399	7.5263
java-repo	Java	../../../../src/main/java/org/raku/comma/psi/RakuStart.java	113	113	4	29	3.8966	7.2500
java-repo	Java	../../../../src/main/java/org/raku/comma/refactoring/RakuCodeBlockType.java	114	114	7	29	3.9310	4.1429
java-repo	Java	../../../../src/main/java/org/raku/comma/parsing/RakuOPPElementTypes.java	594	594	12	121	4.9091	10.0833
java-repo	Java	../../../../src/main/java/org/raku/comma/grammar/RakuGrammarPreviewFactory.java	1169	1169	29	233	5.0172	8.0345
java-repo	Java	../../../../src/main/java/org/raku/comma/pod/PodDomAttributeDeclarator.java	1700	1698	43	345	4.9275	8.0233
java-repo	Java	../../../../src/main/java/org/raku/comma/refactoring/RakuAttributeSelectionPanel.java	1431	1431	34	288	4.9688	8.4706
java-repo	Java	../../../../src/main/java/org/raku/comma/cro/template/psi/CroTemplateUse.java	147	147	6	31	4.7419	5.1667
java-repo	Java	../../../../src/main/java/org/raku/comma/psi/RakuRegexCapturePositional.java	164	164	6	37	4.4324	6.1667
java-repo	Java	../../../../src/main/java/org/raku/comma/psi/RakuRegexAssertion.java	156	156	6	35	4.4571	5.8333
java-repo	Java	../../../../src/main/java/org/raku/comma/cro/template/psi/CroTemplateElsif.java	80	80	4	20	4.0000	5.0000
java-repo	Java	../../../../src/main/java/org/raku/comma/cro/template/psi/reference/CroTemplateSymbolKind.java	123	123	7	29	4.2414	4.1429
java-repo	Java	../../../../src/main/java/org/raku/comma/cro/template/psi/stub/CroTemplateMacroStubElementType.java	1963	1963	56	436	4.5023	7.7857
java-repo	Java	../../../../src/main/java/org/raku/comma/psi/impl/RakuEnumImpl.java	3891	3891	102	869	4.4776	8.5196
java-repo	Java	../../../../src/main/java/org/raku/comma/psi/impl/RakuCallImpl.java	578	578	19	136	4.2500	7.1579
java-repo	Java	../../../../src/main/java/org/raku/comma/repl/RakuReplState.java	4893	4893	122	1031	4.7459	8.4508
java-repo	Java	../../../../src/main/java/org/raku/comma/cro/template/psi/CroTemplateCondition.java	140	140	6	29	4.8276	4.8333
java-repo	Java	../../../../src/main/java/org/raku/comma/heapsnapshot/ui/HeapSnapshotSummaryTab.java	5369	5369	122	1242	4.3229	10.1803
java-repo	Java	../../../../src/main/java/org/raku/comma/pod/PodDomCode.java	1047	1047	30	232	4.5129	7.7333
java-repo	Java	../../../../src/main/java/org/raku/comma/refactoring/RakuExtractRegexDialog.java	8447	8447	215	1591	5.3092	7.4000
java-repo	Java	../../../../src/main/java/org/raku/comma/pm/RakuDependencySpec.java	2570	2570	73	572	4.4930	7.8356
java-repo	Java	../../../../src/main/java/org/raku/comma/psi/impl/RakuRegexSigspaceImpl.java	394	394	12	94	4.1915	7.8333
java-repo	Java	../../../../src/main/java/org/raku/comma/profiler/ui/RakuProfileNodeRenderer.java	2268	2268	52	419	5.4129	8.0577
java-repo	Java	../../../../src/main/java/org/raku/comma/pod/PodDomBlock.java	157	157	7	37	4.2432	5.2857
java-repo	Java	../../../../src/main/java/org/raku/comma/heapsnapshot/Snapshot.java	1200	1200	36	235	5.1064	6.5278
java-repo	Java	../../../../src/main/java/org/raku/comma/profiler/RakuProfileDataManagerImpl.java	4874	4874	123	934	5.2184	7.5935
java-repo	Java	../../../../src/main/java/org/raku/comma/psi/RakuQuietly.java	102	102	4	26	3.9231	6.5000
java-repo	Java	../../../../src/main/java/org/raku/comma/psi/RakuRoutineDecl.java	1072	1072	28	222	4.8288	7.9286
java-repo	Java	../../../../src/main/java/org/raku/comma/grammar/RakuGrammarPreviewer.java	29046	29042	673	5373	5.4059	7.9837
java-repo	Java	../../../../src/main/java/org/raku/comma/cro/template/psi/CroTemplateHtmlComment.java	86	86	4	19	4.5263	4.7500
